url,title,company,city,publish_date,salary_text,exp_text,edu_text
https://www.liepin.com/a/72290867.shtml,（伺服驱动器/EC/FOC有感）高级嵌入式软件工程师,某苏州机械/设备公司,吴中区,,25-45k,1-3年,本科
https://www.liepin.com/a/72288387.shtml,嵌入式软件研发工程师（Linux方向）,某南京大型计算机软件公司,合肥,,25-40k,3-5年,本科
https://www.liepin.com/a/72287999.shtml,资深嵌入式工程师（管理/SE/架构师方向）,某深圳大型智能硬件/消费电子公司,深圳,,40-70k·15薪,10年以上,本科
https://www.liepin.com/a/72286515.shtml,嵌入式软件工程师（上位机编程）,某大型知名机械/设备公司,合肥,,20-25k·13薪,5-10年,硕士
https://www.liepin.com/a/72285501.shtml,嵌入式软件开发工程师,某知名公司,深圳,,15-25k,5年以上,本科
https://www.liepin.com/a/72282921.shtml,RTOS嵌入式工程师1,某深圳专业技术服务公司,广州,,30-60k·15薪,3-5年,本科
https://www.liepin.com/a/72279795.shtml,电机驱动嵌入式软件工程师,某上海人工智能公司,上海,,40-60k·15薪,经验不限,本科
https://www.liepin.com/a/72279791.shtml,电机驱动嵌入式软件工程师,某上海人工智能公司,上海,,40-60k·15薪,经验不限,本科
https://www.liepin.com/a/72275431.shtml,嵌入式软件工程师,某上海机械/设备公司,上海,,13-20k·14薪,经验不限,本科
https://www.liepin.com/a/72256181.shtml,国企嵌入式软件（输变电监测）,某合肥电力/热力/燃气/水务公司,高新区,,20-30k,3-5年,本科
https://www.liepin.com/a/72243461.shtml,嵌入式软件工程师（不加班，外包）,某成都航空/航天设备公司,成都,,15-16k,经验不限,本科
https://www.liepin.com/a/72240875.shtml,嵌入式软件工程师,某大型上市企业,厦门,,15-25k·15薪,1-3年,本科
https://www.liepin.com/a/72240585.shtml,嵌入式软件工程师（机器人方向）,某知名公司,杭州,,20-40k,3-5年,本科
https://www.liepin.com/a/72234797.shtml,嵌入式软件开发工程师,某深圳智能硬件/消费电子上市公司,深圳,,30-60k·14薪,3年以上,学历不限
https://www.liepin.com/a/72233811.shtml,嵌入式开发工程师,某大型机械/设备公司,朝阳区,,18-20k·13薪,经验不限,本科
https://www.liepin.com/a/72231919.shtml,嵌入式软件工程师,某大型知名汽车零部件及配件公司,北京,,15-18k,3-5年,本科
https://www.liepin.com/a/72212847.shtml,SoC工程师 ( Xilinx Zyng Ps )嵌入式全栈,某知名公司,深圳,,30-50k·15薪,经验不限,学历不限
https://www.liepin.com/a/72205795.shtml,嵌入式软件开发工程师,某北京大型计算机软件公司,北京,,30-50k·15薪,经验不限,本科
https://www.liepin.com/a/72196803.shtml,嵌入式软件工程师（国企，上海/长沙）,某电子/半导体/集成电路公司,上海,,25-50k·14薪,5-10年,硕士
